metier;sexe;formation;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;intervalle_revenus;presence_enfants;presence_enfant_conduite_accompagnée;Index
réflexologue;M;Masters;Commercial;Pickup;yes;4;18;Highly Urban/ Urban;11/04/2022 09:32;complet;dev_integral;(>100k€, 150k€);Oui;Oui;665
fiscaliste;M;z_High School;Private;z_SUV;no;0;1;Highly Urban/ Urban;21/01/2022 11:49;complet;dev_premium;(0, 20k€);Oui;Oui;666
moniteur-éducateur;M;Bachelors;Private;Minivan;yes;0;12;Highly Urban/ Urban;22/03/2022 17:47;complet;dev_integral;(>60k€, 80k€);Non;Non;667
comptable;F;z_High School;Commercial;Minivan;no;4;13;Highly Urban/ Urban;11/04/2022 05:16;complet;dev_integral;(>40k€, 60k€);Non;Non;668
vétérinaire;F;z_High School;Private;z_SUV;no;2;1;Highly Urban/ Urban;17/01/2022 13:39;complet;dev_integral;(>20k€, 40k€);Non;Non;669
designer graphique;M;Masters;Private;z_SUV;no;4;15;Highly Urban/ Urban;08/04/2022 10:46;complet;dev_integral;(>100k€, 150k€);Oui;Oui;670
auxiliaire de puériculture;F;<High School;Commercial;z_SUV;no;3;8;z_Highly Rural/ Rural;10/05/2022 07:15;complet;dev_express;(0, 20k€);Oui;Non;671
gestionnaire actif/passif;M;<High School;Private;z_SUV;no;1;1;z_Highly Rural/ Rural;23/02/2022 18:30;complet;dev_integral;(0, 20k€);Oui;Non;672
régisseur lumière;M;<High School;Private;Pickup;no;1;1;z_Highly Rural/ Rural;02/04/2022 18:10;complet;dev_express;(>60k€, 80k€);Oui;Non;673
animalier de laboratoire;F;z_High School;Commercial;Pickup;no;1;6;Highly Urban/ Urban;15/02/2022 10:36;complet;dev_integral;(>40k€, 60k€);Non;Non;674
barman;M;z_High School;Commercial;Minivan;yes;0;1;z_Highly Rural/ Rural;08/01/2022 08:43;complet;dev_express;(>20k€, 40k€);Non;Non;675
musicien;M;Masters;Commercial;Pickup;no;4;16;Highly Urban/ Urban;24/03/2022 03:47;complet;dev_integral;(>80k€, 100k€);Oui;Non;676
ingénieur électronicien électronicienne des systèmes de la sécurité aérienne (IESSA);F;Bachelors;Commercial;z_SUV;no;5;11;Highly Urban/ Urban;24/05/2022 19:47;complet;dev_integral;(>60k€, 80k€);Oui;Non;677
conducteur de travaux  agricoles;F;Masters;Private;Minivan;yes;5;15;Highly Urban/ Urban;17/01/2022 11:38;complet;dev_integral;(>40k€, 60k€);Non;Non;678
conseiller pénitentiaire d'insertion et de probation;M;z_High School;Commercial;z_SUV;no;3;1;Highly Urban/ Urban;17/03/2022 13:43;complet;dev_integral;(>60k€, 80k€);Oui;Oui;679
masseur;M;<High School;Private;Minivan;yes;0;1;z_Highly Rural/ Rural;18/03/2022 08:18;complet;dev_integral;(>40k€, 60k€);Non;Non;680
inspecteur du permis de conduire et de la sécurité routière;F;<High School;Commercial;Van;no;1;5;Highly Urban/ Urban;05/01/2022 16:14;complet;dev_express;(>20k€, 40k€);Oui;Oui;681
community manager;M;Bachelors;Commercial;Van;yes;0;5;Highly Urban/ Urban;13/05/2022 22:19;complet;dev_premium;(>100k€, 150k€);Non;Non;682
credit manager;M;<High School;Private;z_SUV;no;0;8;z_Highly Rural/ Rural;14/01/2022 17:48;complet;dev_express;(>20k€, 40k€);Non;Non;683
médiateur familial familiale;F;<High School;Private;Minivan;yes;1;1;Highly Urban/ Urban;16/01/2022 03:47;complet;dev_premium;(>20k€, 40k€);Non;Non;684
consultant en validation;F;z_High School;Commercial;z_SUV;no;1;6;Highly Urban/ Urban;13/04/2022 12:18;complet;dev_integral;(>20k€, 40k€);Oui;Non;685
charcutier-traiteur;F;Bachelors;Private;z_SUV;no;0;11;Highly Urban/ Urban;09/03/2022 00:05;complet;dev_express;(>80k€, 100k€);Non;Non;686
technicien démonstrateur démonstratrice en matériel agricole;M;Bachelors;Private;Minivan;yes;0;1;Highly Urban/ Urban;15/03/2022 22:50;complet;dev_express;(>100k€, 150k€);Non;Non;687
diététicien;M;Bachelors;Commercial;Van;yes;2;8;z_Highly Rural/ Rural;07/02/2022 07:14;complet;dev_integral;(>80k€, 100k€);Non;Non;688
matelot de la Marine Nationale;M;Bachelors;Commercial;Minivan;no;0;3;Highly Urban/ Urban;08/03/2022 11:24;complet;dev_express;(>60k€, 80k€);Non;Non;689
chargé de recherche en recrutement;F;Bachelors;Commercial;Pickup;yes;0;5;Highly Urban/ Urban;07/01/2022 08:04;complet;dev_premium;(0, 20k€);Oui;Non;690
biologiste médical;M;PhD;Private;Minivan;no;0;15;Highly Urban/ Urban;13/04/2022 05:45;complet;dev_premium;(>20k€, 40k€);Non;Non;691
matelot de la marine marchande;M;Masters;Private;Minivan;no;0;20;Highly Urban/ Urban;30/05/2022 04:03;complet;dev_integral;(>20k€, 40k€);Non;Non;692
ingénieur en production et expérimentations végétales;F;Bachelors;Commercial;Pickup;yes;4;8;Highly Urban/ Urban;10/03/2022 05:51;complet;dev_premium;(>40k€, 60k€);Non;Non;693
technico-commercial en agroalimentaire;F;Bachelors;Private;z_SUV;no;1;8;Highly Urban/ Urban;02/05/2022 04:51;complet;dev_express;(>80k€, 100k€);Non;Non;694
technicien des industries du verre;F;<High School;Private;Pickup;yes;2;1;Highly Urban/ Urban;04/05/2022 19:49;complet;dev_express;(>20k€, 40k€);Non;Non;695
chercheur en biologie;M;Masters;Private;Minivan;no;2;12;Highly Urban/ Urban;17/05/2022 09:44;complet;dev_express;(0, 20k€);Non;Non;696
chargé d'études économiques;M;Bachelors;Private;Minivan;yes;0;11;Highly Urban/ Urban;25/04/2022 12:32;complet;dev_express;(>40k€, 60k€);Non;Non;697
pisteur secouriste;M;Masters;Private;Minivan;no;1;10;z_Highly Rural/ Rural;11/05/2022 08:01;complet;dev_express;(>100k€, 150k€);Non;Non;698
dépanneur en électroménager;M;Bachelors;Private;z_SUV;no;1;12;Highly Urban/ Urban;05/02/2022 16:47;complet;dev_integral;(>40k€, 60k€);Oui;Non;699
chef de chantier;F;<High School;Private;Minivan;no;6;1;z_Highly Rural/ Rural;03/03/2022 08:35;complet;dev_express;(0, 20k€);Oui;Non;700
contrôleur de gestion;M;<High School;Private;z_SUV;no;0;5;z_Highly Rural/ Rural;18/05/2022 20:23;complet;dev_integral;(>20k€, 40k€);Oui;Oui;701
ingénieur forestier forestière;F;z_High School;Commercial;Minivan;yes;0;9;z_Highly Rural/ Rural;25/02/2022 18:38;complet;dev_integral;(>40k€, 60k€);Non;Non;702
designer industriel industrielle;M;<High School;Commercial;Panel Truck;no;5;5;Highly Urban/ Urban;18/01/2022 19:21;complet;dev_vip;(>20k€, 40k€);Non;Non;703
juriste en droit social;F;z_High School;Private;Minivan;no;3;7;Highly Urban/ Urban;08/05/2022 19:44;complet;dev_premium;(0, 20k€);Non;Non;704
coordonnateur d'études cliniques;M;z_High School;Private;z_SUV;no;0;5;Highly Urban/ Urban;19/02/2022 06:28;complet;dev_express;(>40k€, 60k€);Oui;Non;705
sous-officier de l'armée de terre;F;Bachelors;Commercial;Pickup;yes;6;3;Highly Urban/ Urban;10/01/2022 07:16;complet;dev_express;(N/A - Missing Value);Non;Non;706
concepteur de niveaux de jeu web;F;Bachelors;Commercial;Minivan;no;1;1;z_Highly Rural/ Rural;30/03/2022 01:16;complet;dev_express;(>60k€, 80k€);Non;Non;707
technicien en traitement des déchets;F;Masters;Private;Van;yes;1;;Highly Urban/ Urban;07/05/2022 20:16;complet;dev_express;(>60k€, 80k€);Oui;Oui;708
consultant en conduite de changement;F;<High School;Private;Minivan;yes;0;1;Highly Urban/ Urban;20/05/2022 20:22;complet;dev_express;(>20k€, 40k€);Non;Non;709
gestionnaire de contrats d'assurance;F;Masters;Commercial;Van;yes;3;21;Highly Urban/ Urban;07/05/2022 13:12;complet;dev_integral;(>40k€, 60k€);Non;Non;710
statisticien en analyse sensorielle;M;Bachelors;Commercial;z_SUV;no;0;1;Highly Urban/ Urban;04/04/2022 10:38;complet;dev_premium;(>40k€, 60k€);Non;Non;711
chargé d'études en valorisation agricole des déchets;F;Masters;Private;Sports Car;no;0;10;Highly Urban/ Urban;04/03/2022 16:27;complet;dev_express;(>60k€, 80k€);Non;Non;712
géologue modélisateur;M;Bachelors;Commercial;Panel Truck;yes;1;;Highly Urban/ Urban;11/02/2022 02:39;complet;dev_integral;(N/A - Missing Value);Non;Non;713
sage-femme;F;z_High School;Commercial;z_SUV;no;0;7;Highly Urban/ Urban;31/03/2022 21:08;complet;dev_premium;(0, 20k€);Oui;Oui;714
directeur de restaurant;F;Masters;Private;Van;no;0;1;Highly Urban/ Urban;26/01/2022 05:48;complet;dev_express;(>100k€, 150k€);Non;Non;715
auditeur qualité;M;Bachelors;Commercial;Sports Car;no;2;1;Highly Urban/ Urban;13/02/2022 02:19;complet;dev_integral;(N/A - Missing Value);Oui;Oui;716
conseiller espace info-énergie;M;PhD;Private;Pickup;no;0;17;Highly Urban/ Urban;15/01/2022 14:58;complet;dev_premium;(>80k€, 100k€);Non;Non;717
responsable e-CRM;M;Bachelors;Commercial;Panel Truck;no;0;9;Highly Urban/ Urban;23/02/2022 06:59;complet;dev_integral;(>60k€, 80k€);Non;Non;718
staffeur-ornemaniste;F;Masters;Private;z_SUV;no;0;15;Highly Urban/ Urban;21/03/2022 16:57;complet;dev_integral;(>80k€, 100k€);Oui;Non;719
dépanneur en électroménager;M;Masters;Private;Sports Car;no;0;11;Highly Urban/ Urban;29/04/2022 21:33;complet;dev_integral;(>100k€, 150k€);Non;Non;720
agent de développement touristique;M;Masters;Private;z_SUV;no;0;9;z_Highly Rural/ Rural;07/03/2022 01:05;complet;dev_express;(0, 20k€);Non;Non;721
architecte d'intérieur;M;<High School;Private;z_SUV;no;0;5;Highly Urban/ Urban;29/05/2022 02:01;complet;dev_express;(0, 20k€);Oui;Non;722
auxiliaire spécialisé vétérinaire;M;<High School;Private;Minivan;yes;2;1;Highly Urban/ Urban;10/03/2022 20:21;complet;dev_express;(N/A - Missing Value);Oui;Non;723
conseiller en assurances;M;Bachelors;Private;Minivan;yes;2;11;Highly Urban/ Urban;08/02/2022 03:10;complet;dev_express;(0, 20k€);Oui;Non;724
électricien installateur installatrice;F;z_High School;Commercial;Van;no;8;11;Highly Urban/ Urban;11/04/2022 13:50;complet;dev_integral;(>40k€, 60k€);Non;Non;725
assistant commercial commerciale;M;Bachelors;Private;Van;no;0;9;Highly Urban/ Urban;26/05/2022 21:07;complet;dev_integral;(N/A - Missing Value);Non;Non;726
anatomiste;M;z_High School;Commercial;z_SUV;no;4;6;Highly Urban/ Urban;18/04/2022 15:10;complet;dev_express;(>60k€, 80k€);Oui;Oui;727
agent d'escale;F;Masters;Commercial;Pickup;no;0;17;Highly Urban/ Urban;19/02/2022 13:54;complet;dev_express;(>40k€, 60k€);Non;Non;728
professeur des écoles des écoles;F;z_High School;Commercial;Sports Car;no;3;9;Highly Urban/ Urban;12/04/2022 01:15;complet;dev_integral;(>40k€, 60k€);Non;Non;729
chef de projet éolien;M;<High School;Commercial;Pickup;no;0;3;z_Highly Rural/ Rural;17/04/2022 18:55;complet;dev_integral;(>20k€, 40k€);Oui;Non;730
maraîcher;M;z_High School;Private;Minivan;yes;4;7;Highly Urban/ Urban;23/03/2022 15:44;complet;dev_integral;(N/A - Missing Value);Oui;Non;731
assistant de service social;M;Bachelors;Private;z_SUV;no;4;14;Highly Urban/ Urban;05/02/2022 20:30;complet;dev_integral;(>60k€, 80k€);Non;Non;732
syndic de copropriété;F;z_High School;Private;Minivan;no;0;;Highly Urban/ Urban;26/03/2022 22:33;complet;dev_premium;(>40k€, 60k€);Oui;Non;733
spécialiste des affaires réglementaires en chimie;F;Bachelors;Commercial;Van;no;3;10;Highly Urban/ Urban;18/04/2022 16:02;complet;dev_integral;(>100k€, 150k€);Non;Non;734
géomètre-topographe;M;<High School;Private;Minivan;yes;1;1;Highly Urban/ Urban;01/03/2022 15:06;complet;dev_integral;(N/A - Missing Value);Non;Non;735
chargé hygiène sécurité environnement (HSE);M;z_High School;Commercial;Sports Car;no;0;1;Highly Urban/ Urban;30/01/2022 08:56;complet;dev_integral;(>40k€, 60k€);Non;Non;736
conducteur de machines à imprimer;F;z_High School;Private;z_SUV;no;6;1;z_Highly Rural/ Rural;02/02/2022 16:00;complet;dev_express;(0, 20k€);Oui;Non;737
directeur de création;M;Bachelors;Commercial;Minivan;yes;0;6;Highly Urban/ Urban;08/04/2022 12:42;complet;dev_integral;(>80k€, 100k€);Oui;Oui;738
directeur d'office de tourisme;F;z_High School;Commercial;Panel Truck;yes;4;1;Highly Urban/ Urban;01/04/2022 19:14;complet;dev_express;(>40k€, 60k€);Non;Non;739
ascensoriste;M;Masters;Private;z_SUV;no;0;1;Highly Urban/ Urban;07/01/2022 22:44;complet;dev_premium;(>40k€, 60k€);Non;Non;740
machiniste-constructeur ou plateau;F;PhD;Private;z_SUV;no;3;14;Highly Urban/ Urban;06/05/2022 19:34;complet;dev_integral;(>100k€, 150k€);Oui;Non;741
secrétaire d'édition;M;Bachelors;Private;Van;yes;2;9;Highly Urban/ Urban;26/05/2022 22:28;complet;dev_premium;(>80k€, 100k€);Non;Non;742
conseiller en assurances;M;z_High School;Private;z_SUV;no;0;1;z_Highly Rural/ Rural;09/03/2022 14:05;complet;dev_integral;(0, 20k€);Oui;Non;743
ethnologue;M;z_High School;Private;Van;no;3;10;Highly Urban/ Urban;04/02/2022 19:11;complet;dev_integral;(>60k€, 80k€);Oui;Oui;744
économiste de la construction;M;Bachelors;Commercial;Minivan;no;3;9;z_Highly Rural/ Rural;30/03/2022 17:53;complet;dev_express;(>80k€, 100k€);Oui;Non;745
salesman;M;z_High School;Private;Minivan;yes;0;1;z_Highly Rural/ Rural;05/01/2022 01:49;complet;dev_integral;(>20k€, 40k€);Non;Non;746
sapeur-pompier;M;Bachelors;Commercial;Minivan;yes;0;8;Highly Urban/ Urban;13/03/2022 10:35;complet;dev_express;(>40k€, 60k€);Non;Non;747
ingénieur d'application;M;z_High School;Commercial;z_SUV;no;0;12;z_Highly Rural/ Rural;13/04/2022 11:44;complet;dev_integral;(0, 20k€);Oui;Non;748
gardien de la paix;M;PhD;Private;Minivan;no;1;14;Highly Urban/ Urban;03/05/2022 02:56;complet;dev_express;(>100k€, 150k€);Oui;Non;749
brodeur;F;Bachelors;Private;z_SUV;no;5;5;Highly Urban/ Urban;10/03/2022 06:59;complet;dev_express;(>60k€, 80k€);Non;Non;750
conducteur de travaux  agricoles;M;Bachelors;Commercial;z_SUV;no;0;8;Highly Urban/ Urban;19/03/2022 08:30;complet;dev_integral;(>100k€, 150k€);Non;Non;751
ingénieur forage;M;z_High School;Commercial;Pickup;no;3;9;Highly Urban/ Urban;12/05/2022 21:36;complet;dev_integral;(>20k€, 40k€);Oui;Oui;752
comédien;M;<High School;Private;z_SUV;no;4;3;Highly Urban/ Urban;19/04/2022 01:39;complet;dev_express;(>20k€, 40k€);Non;Non;753
ingénieur production en aéronautique;F;Masters;Private;Minivan;yes;0;20;Highly Urban/ Urban;09/03/2022 04:34;complet;dev_express;(>40k€, 60k€);Non;Non;754
ingénieur procédés en chimie;M;PhD;Commercial;Panel Truck;yes;1;9;Highly Urban/ Urban;30/03/2022 06:16;complet;dev_integral;(>150k€);Non;Non;755
brodeur;M;<High School;Private;Pickup;no;2;6;Highly Urban/ Urban;17/01/2022 09:47;complet;dev_integral;(>20k€, 40k€);Non;Non;756
archéologue;F;z_High School;Commercial;Pickup;no;7;1;Highly Urban/ Urban;14/04/2022 13:13;complet;dev_express;(>20k€, 40k€);Oui;Non;757
commerçant en alimentation;M;Bachelors;Private;Sports Car;no;1;8;Highly Urban/ Urban;07/04/2022 23:39;complet;dev_premium;(0, 20k€);Non;Non;758
officier de gendarmerie;F;Masters;Private;Sports Car;yes;1;10;Highly Urban/ Urban;26/01/2022 06:42;complet;dev_integral;(>60k€, 80k€);Non;Non;759
développeur informatique;M;PhD;Private;Minivan;no;2;16;Highly Urban/ Urban;26/01/2022 18:39;complet;dev_integral;(>100k€, 150k€);Oui;Non;760
attaché d'administration;F;PhD;Private;z_SUV;no;2;11;Highly Urban/ Urban;15/03/2022 15:42;complet;dev_integral;(>100k€, 150k€);Non;Non;761
préparateur en pharmacie;F;PhD;Private;z_SUV;yes;0;17;Highly Urban/ Urban;30/05/2022 14:54;complet;dev_integral;(>80k€, 100k€);Non;Non;762
manager de risques;M;z_High School;Commercial;Pickup;yes;2;1;Highly Urban/ Urban;09/04/2022 00:17;complet;dev_express;(0, 20k€);Oui;Oui;763
technicien automobile;F;Bachelors;Private;Minivan;yes;0;8;Highly Urban/ Urban;21/05/2022 17:50;complet;dev_premium;(>20k€, 40k€);Non;Non;764
spécialiste de l'accessibilité numérique;M;z_High School;Commercial;Pickup;yes;0;10;Highly Urban/ Urban;01/01/2022 05:44;complet;dev_integral;(>80k€, 100k€);Oui;Non;765
responsable approvisionnement;M;Masters;Private;z_SUV;no;2;15;Highly Urban/ Urban;24/02/2022 00:48;complet;dev_express;(>80k€, 100k€);Non;Non;766
intégrateur web;F;Masters;Private;Pickup;no;2;10;Highly Urban/ Urban;12/01/2022 00:48;complet;dev_integral;(>100k€, 150k€);Non;Non;767
bactériologiste;M;z_High School;Private;Sports Car;no;0;1;Highly Urban/ Urban;14/01/2022 11:52;complet;dev_integral;(0, 20k€);Oui;Oui;768
consultant informatique;F;<High School;Commercial;Pickup;no;1;7;z_Highly Rural/ Rural;02/02/2022 05:11;complet;dev_integral;(0, 20k€);Oui;Non;769
technicien en lignes haute tension;M;Masters;Private;Minivan;yes;2;14;Highly Urban/ Urban;10/04/2022 20:24;complet;dev_integral;(>60k€, 80k€);Non;Non;770
technicien de maintenance industrielle;M;Masters;Private;z_SUV;no;4;5;Highly Urban/ Urban;28/05/2022 19:58;complet;dev_integral;(>60k€, 80k€);Non;Non;771
conseiller d'élevage;M;z_High School;Commercial;Minivan;yes;1;1;Highly Urban/ Urban;19/05/2022 06:35;complet;dev_integral;(>40k€, 60k€);Non;Non;772
comédien;F;Bachelors;Private;Minivan;yes;0;9;Highly Urban/ Urban;05/03/2022 18:04;complet;dev_integral;(>60k€, 80k€);Non;Non;773
animateur de bassin versant;M;Masters;Commercial;Pickup;no;3;16;Highly Urban/ Urban;04/01/2022 08:53;complet;dev_express;(>60k€, 80k€);Non;Non;774
sérigraphe;M;Bachelors;Commercial;Van;yes;2;9;Highly Urban/ Urban;23/04/2022 00:38;complet;dev_integral;(>40k€, 60k€);Non;Non;775
géologue;M;Masters;Private;z_SUV;no;2;16;Highly Urban/ Urban;19/01/2022 08:22;complet;dev_integral;(>40k€, 60k€);Non;Non;776
responsable de plate-forme biotechnologique;M;Bachelors;Commercial;Pickup;no;0;19;Highly Urban/ Urban;14/05/2022 21:13;complet;dev_integral;(>40k€, 60k€);Non;Non;777
urbaniste;M;Bachelors;Commercial;Pickup;no;4;4;Highly Urban/ Urban;22/02/2022 09:35;complet;dev_integral;(>40k€, 60k€);Non;Non;778
restaurateur d'oeuvres d'art;F;Masters;Commercial;Panel Truck;no;0;17;Highly Urban/ Urban;24/02/2022 12:40;complet;dev_integral;(>80k€, 100k€);Non;Non;779
chirurgien;M;Masters;Commercial;Panel Truck;no;0;12;Highly Urban/ Urban;26/05/2022 12:01;complet;dev_express;(N/A - Missing Value);Oui;Non;780
chef de projet multimédia;F;Bachelors;Commercial;z_SUV;no;1;1;z_Highly Rural/ Rural;14/01/2022 18:54;complet;dev_integral;(>100k€, 150k€);Oui;Non;781
soigneur d'animaux;M;Masters;Private;Minivan;no;1;16;z_Highly Rural/ Rural;06/01/2022 06:03;complet;dev_premium;(>60k€, 80k€);Non;Non;782
administrateur réseaux;F;Masters;Private;z_SUV;no;3;22;Highly Urban/ Urban;21/01/2022 20:55;complet;dev_integral;(>80k€, 100k€);Oui;Oui;783
formateur d'adultes;M;PhD;Private;Minivan;yes;2;12;Highly Urban/ Urban;12/04/2022 15:22;complet;dev_integral;(>150k€);Non;Non;784
chargé d'études naturalistes;M;Masters;Private;Minivan;no;1;15;Highly Urban/ Urban;05/01/2022 05:59;complet;dev_premium;(>150k€);Non;Non;785
clerc d'huissier;M;Bachelors;Commercial;Pickup;no;1;11;Highly Urban/ Urban;10/01/2022 06:19;complet;dev_integral;(0, 20k€);Non;Non;786
professeur-documentaliste;F;Bachelors;Commercial;Minivan;no;0;1;z_Highly Rural/ Rural;08/04/2022 06:27;complet;dev_premium;(>60k€, 80k€);Non;Non;787
architecte produit industriel;M;Masters;Private;Pickup;yes;3;15;Highly Urban/ Urban;30/03/2022 15:14;complet;dev_integral;(>80k€, 100k€);Non;Non;788
substitut du procureur;M;Bachelors;Commercial;Panel Truck;yes;0;16;Highly Urban/ Urban;12/04/2022 05:10;complet;dev_express;(>60k€, 80k€);Non;Non;789
vendeur en animalerie;F;z_High School;Private;Minivan;yes;1;1;Highly Urban/ Urban;15/03/2022 08:34;complet;dev_integral;(>60k€, 80k€);Non;Non;790
psychologue de l'Éducation nationale spécialité éducation, développement et apprentissages;F;<High School;Private;z_SUV;no;4;1;Highly Urban/ Urban;12/03/2022 10:18;complet;dev_integral;(0, 20k€);Oui;Non;791
diététicien;M;Masters;Commercial;Pickup;no;1;17;Highly Urban/ Urban;14/03/2022 14:38;complet;dev_integral;(>40k€, 60k€);Non;Non;792
responsable de fabrication en chimie;M;Bachelors;Commercial;Van;yes;0;13;Highly Urban/ Urban;09/01/2022 22:09;complet;dev_integral;(>40k€, 60k€);Oui;Non;793
chargé de recherche et développement déchets;M;Bachelors;Commercial;z_SUV;no;1;7;Highly Urban/ Urban;27/02/2022 16:55;complet;dev_express;(N/A - Missing Value);Non;Non;794
conseiller en économie sociale et familiale;F;Bachelors;Private;z_SUV;no;0;10;Highly Urban/ Urban;02/02/2022 08:14;complet;dev_premium;(0, 20k€);Oui;Oui;795
directeur de création;M;Bachelors;Commercial;Sports Car;no;0;1;Highly Urban/ Urban;06/03/2022 16:17;complet;dev_express;(>60k€, 80k€);Non;Non;796
gardien de police municipale;M;Bachelors;Private;Minivan;yes;0;12;Highly Urban/ Urban;06/01/2022 06:25;complet;dev_express;(>40k€, 60k€);Non;Non;797
électromécanicien en remontées mécaniques;F;Bachelors;Private;z_SUV;no;0;9;Highly Urban/ Urban;03/04/2022 02:20;complet;dev_integral;(0, 20k€);Non;Non;798
chargé d'études naturalistes;F;Bachelors;Private;Minivan;no;0;10;Highly Urban/ Urban;30/04/2022 23:07;complet;dev_integral;(>100k€, 150k€);Oui;Non;799
chargé de communication interne;M;Masters;Private;Pickup;no;0;13;Highly Urban/ Urban;19/03/2022 17:09;complet;dev_integral;(>80k€, 100k€);Non;Non;800
libraire;F;Bachelors;Private;Minivan;yes;0;9;z_Highly Rural/ Rural;24/01/2022 05:53;complet;dev_express;(>40k€, 60k€);Non;Non;801
cordonnier;F;<High School;Private;Minivan;yes;0;1;Highly Urban/ Urban;23/02/2022 04:42;complet;dev_integral;(0, 20k€);Oui;Non;802
conducteur de machines à papier;M;Bachelors;Commercial;Sports Car;no;7;8;Highly Urban/ Urban;17/05/2022 10:24;complet;dev_integral;(0, 20k€);Oui;Non;803
actuaire;F;<High School;Private;Van;no;4;1;Highly Urban/ Urban;06/03/2022 00:45;complet;dev_express;(N/A - Missing Value);Non;Non;804
agent de propreté urbaine;F;z_High School;Private;Pickup;no;1;1;Highly Urban/ Urban;13/03/2022 16:07;complet;dev_integral;(0, 20k€);Non;Non;805
responsable de projets culturels;M;z_High School;Commercial;z_SUV;no;0;10;Highly Urban/ Urban;10/02/2022 20:24;complet;dev_premium;(N/A - Missing Value);Oui;Non;806
technicien packaging;F;PhD;Private;z_SUV;no;0;16;Highly Urban/ Urban;16/01/2022 04:07;complet;dev_integral;(N/A - Missing Value);Non;Non;807
technicien céramiste;M;z_High School;Commercial;Panel Truck;yes;6;11;Highly Urban/ Urban;19/05/2022 17:14;complet;dev_express;(>20k€, 40k€);Non;Non;808
commissaire-priseur;M;PhD;Private;z_SUV;no;2;18;Highly Urban/ Urban;18/04/2022 02:22;complet;dev_express;(>150k€);Oui;Non;809
viticulteur;M;Bachelors;Commercial;z_SUV;no;2;5;z_Highly Rural/ Rural;13/01/2022 09:31;complet;dev_integral;(0, 20k€);Oui;Non;810
chef de projet sites et sols pollués;M;Bachelors;Commercial;Panel Truck;yes;0;1;Highly Urban/ Urban;28/05/2022 06:19;complet;dev_integral;(>60k€, 80k€);Non;Non;811
directeur de magasin à grande surface;F;Masters;Commercial;Panel Truck;yes;0;15;Highly Urban/ Urban;28/03/2022 01:51;complet;dev_express;(>60k€, 80k€);Non;Non;812
menuisier;F;Bachelors;Private;Minivan;no;1;3;Highly Urban/ Urban;15/03/2022 17:21;complet;dev_integral;(>40k€, 60k€);Oui;Non;813
ingénieur du son;M;Bachelors;Private;Pickup;yes;0;7;Highly Urban/ Urban;10/03/2022 08:41;complet;dev_integral;(0, 20k€);Oui;Non;814
informaticien industriel industrielle;M;Bachelors;Private;z_SUV;no;4;5;z_Highly Rural/ Rural;20/01/2022 06:27;complet;dev_express;(>60k€, 80k€);Oui;Non;815
gouvernant;F;Masters;Private;Minivan;yes;0;22;Highly Urban/ Urban;09/04/2022 17:10;complet;dev_integral;(>60k€, 80k€);Non;Non;816
aide-soignant;M;PhD;Commercial;Pickup;no;1;21;Highly Urban/ Urban;05/03/2022 15:27;complet;dev_premium;(>80k€, 100k€);Non;Non;817
responsable d'élevage agricole;M;Masters;Commercial;Van;yes;0;14;Highly Urban/ Urban;09/04/2022 10:34;complet;dev_premium;(>80k€, 100k€);Oui;Oui;818
chef de produit touristique;F;<High School;Private;Pickup;no;5;1;Highly Urban/ Urban;16/02/2022 13:50;complet;dev_integral;(>20k€, 40k€);Oui;Oui;819
conducteur routier routière;M;z_High School;Commercial;Minivan;yes;6;10;Highly Urban/ Urban;06/04/2022 17:34;complet;dev_integral;(0, 20k€);Oui;Non;820
conservateur du patrimoine;F;Masters;Private;Van;no;4;11;Highly Urban/ Urban;23/03/2022 08:12;complet;dev_express;(>80k€, 100k€);Non;Non;821
ingénieur en construction navale;F;<High School;Private;z_SUV;no;3;1;Highly Urban/ Urban;25/01/2022 03:27;complet;dev_express;(>20k€, 40k€);Oui;Non;822
garde à cheval;F;Bachelors;Commercial;z_SUV;no;1;7;Highly Urban/ Urban;21/01/2022 09:35;complet;dev_express;(0, 20k€);Oui;Non;823
assistant de service social;M;Masters;Private;Minivan;no;8;15;Highly Urban/ Urban;27/01/2022 16:51;complet;dev_integral;(>100k€, 150k€);Oui;Non;824
charpentier métallique;M;z_High School;Commercial;z_SUV;no;9;1;Highly Urban/ Urban;22/04/2022 14:21;complet;dev_integral;(0, 20k€);Oui;Non;825
conseiller espace info-énergie;M;Masters;Private;z_SUV;no;0;17;Highly Urban/ Urban;13/03/2022 23:40;complet;dev_express;(>100k€, 150k€);Non;Non;826
responsable e-CRM;F;PhD;Commercial;Van;no;4;8;Highly Urban/ Urban;15/01/2022 03:03;complet;dev_premium;(>150k€);Non;Non;827
acheteur;F;Masters;Private;Minivan;no;3;15;Highly Urban/ Urban;24/02/2022 23:09;complet;dev_express;(N/A - Missing Value);Non;Non;828
régisseur général générale cinéma;F;Masters;Private;Minivan;no;0;1;Highly Urban/ Urban;27/03/2022 17:51;complet;dev_integral;(>80k€, 100k€);Non;Non;829
salesman;M;Masters;Commercial;Van;yes;0;10;Highly Urban/ Urban;02/04/2022 07:37;complet;dev_express;(>40k€, 60k€);Non;Non;830
chef d'exploitation des remontées mécaniques;F;z_High School;Private;Minivan;yes;1;1;Highly Urban/ Urban;18/02/2022 07:19;complet;dev_integral;(>20k€, 40k€);Non;Non;831
